Problem,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,BEASTpred,bRate,TEST_TRAIN
1007,9,1.0,9,-,1,6,0.95,-45,-,1,0,-5.55,11.11519231,-54.0,-3.0,-28.5,0.0,1,-1.0,-1.0,-1.0,-0.0483,-0.0436,-1,-5.55,-5.55,-5.4,0.0,0.1,TRAIN
13638,28,1.0,28,-,1,65,0.05,32,Symm,6,0,5.65,7.19652694,4.0,39.5,32.28571429,0.875,1,1.0,1.0,1.0,0.0,0.0,1,5.65,5.65,0.0,1.0,0.64,TRAIN
9329,0,1.0,0,-,1,0,0.25,-16,-,1,0,-12.0,6.92820323,-16.0,0.0,-8.0,0.0,0,-0.7495,-0.75,-0.4967,-0.7485,-0.7506,-1,-12.0,-12.0,-12.0,0.0,0.033333333,TRAIN
4021,25,0.99,-1,-,1,83,0.25,15,-,1,0,7.26,26.85789639,16.0,58.0,37.0,0.0,1,-0.4722,-0.4784,1.0,0.009,0.01,0,7.26,7.26,1.68,0.7152,0.575,TRAIN
7648,24,1.0,24,-,1,48,0.4,22,-,1,0,8.4,12.73734666,-2.0,24.0,11.0,0.916666667,1,-0.2018,-0.1988,0.0072,0.0,0.0,0,8.4,8.4,0.0,0.9762,0.65,TRAIN
5450,78,0.05,19,-,1,24,0.9,1,-,1,0,-0.25,-5.958751883,-18.0,-54.0,-36.0,0.052631579,1,0.6996,0.7126,-1.0,0.0,0.0,0,-0.25,-0.25,0.0,0.4498,0.23,TRAIN
12752,53,0.4,15,-,1,38,0.8,21,-,1,0,4.4,-11.81612205,6.0,-15.0,-4.5,0.714285714,1,0.208,0.19,0.0086,0.0,0.0,0,4.4,4.4,0.0,0.6461,0.35,TRAIN
12442,26,1.0,26,-,1,45,0.25,31,R-skew,7,0,8.5,10.78192933,5.0,139.0,42.0,0.838709677,1,1.0,1.0,1.0,0.0,0.0,1,8.5,8.5,0.0,1.0,0.9125,TRAIN
1615,12,1.0,12,-,1,19,0.99,-11,Symm,8,0,6.7,3.262284476,-23.0,10.5,3.666666667,0.0,1,0.9788,0.9816,0.7774,-0.0112,-0.0112,0,6.7,6.7,-0.67,0.8476,0.7375,TRAIN
8804,8,1.0,8,-,1,51,0.4,-9,Symm,6,0,7.0,29.40238086,-17.0,45.5,34.42857143,0.0,1,-0.1938,-0.1976,0.7196,-0.6106,-0.5951,0,7.0,7.0,-75.0,0.5111,0.442105263,TRAIN
13251,104,0.4,-46,-,1,21,0.4,13,-,1,0,2.2,-69.5655087,59.0,-83.0,-12.0,0.0,1,0.1876,0.2,-0.0014,0.5992,0.6103,0,2.2,2.2,180.0,0.6301,0.605357143,TRAIN
4556,24,1.0,24,-,1,58,0.4,12,-,1,0,6.4,22.53530563,-12.0,34.0,11.0,0.5,1,-0.2128,-0.2034,-0.005,0.0,0.0,0,6.4,6.4,0.0,0.6394,0.4875,TRAIN
6428,54,0.1,25,-,1,23,0.99,17,-,1,0,-4.96,-8.103007538,-8.0,-31.0,-19.5,0.68,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-4.96,-4.96,0.0,0.0,0.025,TRAIN
8720,-4,1.0,-4,-,1,32,0.25,-17,Symm,2,0,-0.75,21.21909517,-13.0,36.5,19.66666667,0.235294118,1,-0.4916,-0.5094,0.3388,0.249,0.2405,0,-0.75,-0.75,24.75,0.4463,0.622222222,TRAIN
8063,7,1.0,7,-,1,20,0.01,7,-,1,0,0.13,1.293483668,0.0,13.0,6.5,1.0,1,0.009,0.0099,0.5074,0.0,0.0,1,0.13,0.13,0.0,1.0,0.776470588,TRAIN
14327,20,1.0,20,-,1,38,0.2,16,-,1,0,0.4,8.8,-4.0,18.0,7.0,0.8,1,-0.6022,-0.606,0.0062,0.0,0.0,0,0.4,0.4,0.0,0.4889,0.375,TRAIN
7363,54,0.05,29,-,1,72,0.4,-2,Symm,2,0,-2.65,30.8052037,-31.0,18.5,5.833333333,0.0,1,-0.2034,-0.176,0.3444,-0.5947,-0.5957,0,-2.65,-2.65,-89.4,0.3491,0.333333333,TRAIN
3358,30,1.0,30,-,1,42,0.2,35,Symm,6,0,6.4,2.844292531,5.0,14.5,11.0,0.857142857,1,1.0,1.0,1.0,0.0,0.0,1,6.4,6.4,0.0,1.0,0.844444444,TRAIN
13216,1,1.0,1,-,1,32,0.4,-16,-,1,0,2.2,23.51510153,-17.0,31.0,7.0,0.0,1,-0.2102,-0.1874,-0.0114,-0.5985,-0.5982,0,2.2,2.2,-57.6,0.4109,0.5375,TRAIN
9603,21,1.0,21,-,1,48,0.01,26,Symm,2,0,5.22,2.189543331,5.0,27.5,19.66666667,0.807692308,1,1.0,1.0,1.0,0.0,0.0,1,5.22,5.22,0.0,1.0,0.8,TRAIN
8426,7,0.5,-9,-,1,2,0.8,-6,-,1,0,1.4,-4.8,3.0,-5.0,-1.0,0.666666667,1,0.0036,0.006,-0.002,0.2991,0.307,0,1.4,1.4,9.6,0.606,0.7,TRAIN
9997,35,0.1,5,-,1,6,0.9,2,Symm,4,-1,-2.4,-7.545696043,-3.0,-27.5,-14.8,0.4,1,0.3836,0.5712,-0.8016,0.0,0.0,0,-2.4,-2.4,7.11e-15,0.1805,0.375,TRAIN
12583,-6,0.75,-11,-,1,-9,0.99,-34,-,1,1,-2.0,0.322405083,-23.0,-3.0,-13.0,0.323529412,-1,-0.518,-0.5122,-1.0,0.0,0.0,0,-2.0,-2.0,0.0,0.1305,0.16,TRAIN
2154,19,0.75,-5,-,1,13,1.0,13,-,1,0,0.0,-10.39230485,18.0,-6.0,6.0,0.0,1,-0.5056,-0.5078,0.0122,0.254,0.2547,0,0.0,0.0,12.0,0.548,0.7,TRAIN
10511,33,0.01,-4,-,1,18,0.1,1,Symm,2,1,6.33,1.420996874,5.0,-14.5,-2.166666667,0.0,1,0.9806,0.9786,0.0014,0.9896,0.99,0,6.33,6.33,73.26,0.9545,0.853333333,TRAIN
4688,-4,1.0,-4,-,1,9,0.75,9,Symm,6,0,13.0,0.968245837,10.5,15.5,13.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,13.0,13.0,31.0,1.0,0.9,TRAIN
9390,17,1.0,17,-,1,12,0.99,-19,R-skew,5,0,-5.31,8.181314075,-36.0,21.0,-4.833333333,0.0,1,-0.7496,-0.7616,-0.3532,-0.0114,-0.0096,0,-5.31,-5.31,-1.14,0.089,0.4,TRAIN
11532,18,0.5,8,-,1,28,0.4,-12,Symm,8,0,-9.0,14.61377067,-20.0,13.5,10.55555556,0.0,1,-0.221,-0.1936,0.776,-0.5976,-0.597,0,-9.0,-9.0,-52.2,0.1943,0.2375,TRAIN
10647,64,0.01,4,-,1,26,0.25,-2,-,1,1,0.4,6.15443103,-6.0,-38.0,-22.0,0.0,1,-0.5074,-0.5104,-1.0,-0.7552,-0.743,0,0.4,0.4,-99.0,0.2373,0.288888889,TRAIN
5713,-4,1.0,-4,-,1,29,0.05,-10,-,1,0,-4.05,8.49985294,-6.0,33.0,13.5,0.4,1,-0.9026,-0.901,-0.0032,0.0471,0.0467,0,-4.05,-4.05,3.9,0.254,0.364705882,TRAIN
14071,21,1.0,21,-,1,29,0.25,27,Symm,2,0,6.5,0.901387819,6.0,8.5,7.333333333,0.777777778,1,1.0,1.0,1.0,0.0,0.0,1,6.5,6.5,0.0,1.0,0.933333333,TRAIN
7707,35,0.5,21,-,1,61,0.5,-27,L-skew,3,0,-11.0,37.03407771,-48.0,28.0,10.5,0.0,1,0.0192,0.0048,0.4984,-0.5033,-0.4952,0,-11.0,-11.0,-90.0,0.3016,0.475,TRAIN
9939,9,1.0,9,-,1,20,0.8,-39,R-skew,7,0,-0.8,28.48438169,-48.0,131.0,28.375,0.0,1,0.605,0.599,0.7554,-0.206,-0.2015,0,-0.8,-0.8,-71.6,0.5281,0.8,TRAIN
12772,23,1.0,23,-,1,31,0.99,22,L-skew,6,0,7.91,11.84870879,-49.0,13.0,-6.0,0.0,1,0.7426,0.732,-0.0006,-0.0296,-0.0305,0,7.91,7.91,-3.83625,0.7159,0.5625,TRAIN
1458,16,0.99,3,-,1,46,0.2,-2,Symm,4,0,-8.27,17.91042218,-5.0,31.5,26.9,0.0,1,-0.6108,-0.5838,0.6,-0.8062,-0.7965,0,-8.27,-8.27,-79.2,0.2029,0.175,TRAIN
10836,50,0.01,1,-,1,96,0.05,-10,Symm,2,0,-6.19,18.22699649,-11.0,46.5,35.16666667,0.0,1,-0.9044,-0.8996,0.3232,-0.9533,-0.9481,0,-6.19,-6.19,-202.35,0.1517,0.2375,TRAIN
14502,-6,1.0,-6,-,1,-14,0.8,-22,R-skew,6,0,-9.6,11.0923397,-16.0,49.0,2.857142857,0.272727273,1,-0.8026,-0.8038,-0.1646,0.0494,0.0474,0,-9.6,-9.6,6.5,0.0972,0.376296296,TRAIN
2464,13,1.0,13,-,1,38,0.05,10,Symm,6,0,-1.6,6.107577261,-3.0,27.5,21.0,0.769230769,1,-0.9004,-0.902,0.7098,0.0,0.0,0,-1.6,-1.6,0.0,0.4455,0.526315789,TRAIN
2746,-9,1.0,-9,-,1,108,0.05,-15,-,1,0,0.15,26.8072285,-6.0,117.0,55.5,0.6,1,-0.893,-0.9036,-0.0046,0.047,0.0504,0,0.15,0.15,12.3,0.3519,0.631578947,TRAIN
14172,87,0.25,-37,-,1,66,0.05,-6,L-skew,4,1,3.6,-37.96811797,31.0,-18.0,24.6,0.162162162,1,0.4948,0.5024,-0.0018,-0.2017,-0.2045,0,3.6,3.6,-49.6,0.7083,0.6125,TRAIN
2155,29,1.0,29,-,1,52,0.5,6,-,1,0,0.0,23.0,-23.0,23.0,0.0,0.206896552,1,0.0118,-0.0062,-0.0134,0.0,0.0,0,0.0,0.0,0.0,0.462,0.431578947,TRAIN
11391,-3,1.0,-3,-,1,4,0.9,-17,Symm,6,0,4.9,6.388661832,-14.0,9.5,4.0,0.176470588,1,0.8072,0.7958,0.719,0.9018,0.9003,0,4.9,4.9,42.3,0.8725,0.933333333,TRAIN
4079,24,1.0,24,-,1,60,0.6,-10,Symm,4,0,8.0,34.2994169,-34.0,37.5,22.0,0.0,1,0.2136,0.1856,0.617,-0.4039,-0.405,0,8.0,8.0,-57.2,0.5991,0.573333333,TRAIN
7113,12,1.0,12,-,1,92,0.4,-35,Symm,8,0,3.8,62.22266468,-47.0,83.5,65.88888889,0.0,1,-0.2032,-0.1988,0.7666,-0.6007,-0.593,0,3.8,3.8,-156.6,0.4513,0.625,TRAIN
6786,23,0.5,21,-,1,38,0.4,22,Symm,2,0,6.4,6.844743463,1.0,15.5,10.66666667,0.954545455,1,0.7986,0.4048,1.0,0.0,0.0,0,6.4,6.4,0.0,0.9732,0.8375,TRAIN
7447,78,0.05,-8,-,1,2,0.9,-19,-,1,0,3.6,-12.44326546,-11.0,-76.0,-43.5,0.421052632,1,0.7032,0.7122,-1.0,0.8543,0.8546,0,3.6,3.6,164.9,0.6825,0.5625,TRAIN
1529,10,1.0,10,-,1,51,0.4,-32,-,1,0,-8.8,40.66152973,-42.0,41.0,-0.5,0.0,1,-0.2102,-0.2064,-0.011,-0.5966,-0.5989,0,-8.8,-8.8,-99.6,0.2629,0.242105263,TRAIN
3589,57,0.01,18,-,1,81,0.25,1,R-skew,5,0,2.61,30.96922618,-17.0,50.0,35.5,0.055555556,1,-0.5,-0.5016,0.6616,0.0,0.0,0,2.61,2.61,0.0,0.4575,0.546666667,TRAIN
2368,-3,1.0,-3,-,1,27,0.6,-24,-,1,0,9.6,24.98479538,-21.0,30.0,4.5,0.125,1,0.1926,0.188,-0.0048,0.6022,0.6006,0,9.6,9.6,61.2,0.7194,0.746666667,TRAIN
11254,90,0.25,-29,-,1,-2,0.9,-17,Symm,8,0,-4.25,-46.85678807,12.0,-88.5,-34.16666667,0.586206897,1,0.5092,0.4954,-0.0088,-0.1937,-0.1978,0,-4.25,-4.25,-46.1125,0.5221,0.466666667,TRAIN
8223,8,1.0,8,-,1,85,0.2,-12,Symm,8,0,-0.6,38.80451005,-20.0,80.5,66.22222222,0.0,1,-0.5922,-0.6024,0.7722,-0.7944,-0.8008,0,-0.6,-0.6,-160.8,0.3378,0.375,TRAIN
11889,-1,1.0,-1,-,1,79,0.2,-17,Symm,2,0,3.2,38.40065104,-16.0,80.5,48.0,0.058823529,1,-0.6024,-0.603,0.3228,0.199,0.1964,0,3.2,3.2,38.6,0.4008,0.566346154,TRAIN
8329,5,1.0,5,-,1,61,0.2,-17,-,1,0,-6.4,31.2,-22.0,56.0,17.0,0.0,1,-0.6018,-0.6076,0.0046,-0.8062,-0.8004,0,-6.4,-6.4,-124.8,0.2149,0.2,TRAIN
101,11,1.0,11,-,1,53,0.05,4,-,1,0,-4.55,10.67930241,-7.0,42.0,17.5,0.363636364,1,-0.9058,-0.904,-0.003,0.0,0.0,0,-4.55,-4.55,0.0,0.2356,0.4,TRAIN
2461,27,0.25,-10,-,1,-1,1.0,-1,-,1,0,-0.25,-16.02146997,9.0,-28.0,-9.5,0.1,1,0.5038,0.502,-0.0034,-0.2528,-0.252,0,-0.25,-0.25,-18.5,0.5995,0.564705882,TRAIN
11457,46,0.75,-47,-,1,39,0.5,3,-,1,0,-1.75,-22.27018128,50.0,-7.0,21.5,0.0,1,-0.4974,-0.5094,-0.0176,0.2496,0.2437,0,-1.75,-1.75,46.5,0.4906,0.376470588,TRAIN
6922,7,0.5,-21,-,1,23,0.05,-10,-,1,0,-1.35,-6.807816743,11.0,16.0,13.5,0.476190476,1,0.095,0.061,1.0,-0.4492,-0.4491,0,-1.35,-1.35,-39.6,0.5283,0.525,TRAIN
11717,-3,1.0,-3,-,1,78,0.05,-5,Symm,6,0,2.15,18.09115806,-2.0,83.5,69.14285714,0.6,1,-0.909,-0.9042,0.7134,0.0502,0.0489,0,2.15,2.15,8.55,0.7401,0.548387097,TRAIN
4393,53,0.2,-2,-,1,67,0.4,-7,Symm,2,0,13.6,14.25382738,-5.0,14.5,16.83333333,0.285714286,1,-0.2016,-0.2138,0.3466,0.1974,0.2135,0,13.6,13.6,29.8,0.8998,0.75,TRAIN
11345,12,0.1,1,-,1,2,0.01,-3,-,1,0,-5.05,-2.802506281,-4.0,-10.0,-7.0,0.0,1,-1.0,-0.9778,-1.0,-0.9899,-0.9899,-1,-5.05,-5.05,-29.7,0.0,0.05,TRAIN
9690,28,1.0,28,-,1,38,0.25,25,-,1,0,0.25,5.629165125,-3.0,10.0,3.5,0.892857143,1,-0.5038,-0.5018,0.0158,0.0,0.0,0,0.25,0.25,0.0,0.512,0.658823529,TRAIN
11657,26,1.0,26,-,1,37,0.4,12,-,1,0,-4.0,12.24744871,-14.0,11.0,-1.5,0.461538462,1,-0.2302,-0.192,0.004,0.0,0.0,0,-4.0,-4.0,0.0,0.2809,0.352941176,TRAIN
2839,20,0.6,-12,-,1,13,0.6,3,L-skew,6,0,1.8,-5.255601978,-32.0,-2.0,-4.428571429,0.272727273,1,-0.2625,-0.219,-0.427,0.3664,0.3574,0,1.8,1.8,46.4,0.524,0.475,TRAIN
8460,16,1.0,16,-,1,56,0.4,-7,-,1,0,2.2,30.86357076,-23.0,40.0,8.5,0.0,1,-0.206,-0.1938,-0.0232,-0.6009,-0.5937,0,2.2,2.2,-75.6,0.4024,0.364705882,TRAIN
578,4,1.0,4,-,1,25,0.4,-13,-,1,0,-1.8,18.61612205,-17.0,21.0,2.0,0.0,1,-0.1928,-0.2066,0.0044,-0.6043,-0.6066,0,-1.8,-1.8,-45.6,0.3167,0.25,TRAIN
10492,-1,1.0,-1,-,1,55,0.25,-20,-,1,0,-0.25,32.47595264,-19.0,56.0,18.5,0.05,1,-0.5078,-0.4992,0.0058,0.2459,0.2461,0,-0.25,-0.25,37.5,0.395,0.35,TRAIN
1068,14,1.0,14,-,1,46,0.01,15,-,1,0,1.31,3.084461055,1.0,32.0,16.5,0.933333333,1,1.0,1.0,1.0,0.0,0.0,1,1.31,1.31,0.0,1.0,0.825,TRAIN
3076,-4,0.05,-9,-,1,47,0.01,-11,-,1,0,-1.67,4.681202399,-2.0,51.0,24.5,0.818181818,1,-0.9782,-0.9806,-0.007,0.0093,0.0099,0,-1.67,-1.67,1.16,0.3411,0.447058824,TRAIN
11438,6,1.0,6,-,1,12,0.25,9,-,1,0,3.75,1.299038106,3.0,6.0,4.5,0.666666667,1,1.0,1.0,1.0,0.0,0.0,1,3.75,3.75,0.0,1.0,0.7375,TRAIN
10672,12,1.0,12,-,1,50,0.25,-3,Symm,6,0,-1.75,22.95648057,-15.0,40.5,30.42857143,0.0,1,-0.4996,-0.5024,0.71,-0.7497,-0.7522,0,-1.75,-1.75,-83.25,0.3291,0.255555556,TRAIN
8732,63,0.01,24,-,1,24,1.0,24,-,1,0,-0.39,-3.880451005,0.0,-39.0,-19.5,1.0,1,-0.0093,-0.0094,-0.4971,0.0,0.0,-1,-0.39,-0.39,0.0,0.0,0.3,TRAIN
13028,17,1.0,17,-,1,116,0.2,-15,L-skew,2,0,-5.8,52.40190836,-32.0,100.0,55.33333333,0.0,1,-0.5946,-0.5928,0.3374,-0.7946,-0.7958,0,-5.8,-5.8,-211.2,0.2832,0.3125,TRAIN
5281,-1,1.0,-1,-,1,16,0.8,-23,-,1,0,9.2,15.6,-22.0,17.0,-2.5,0.043478261,1,0.6148,0.603,-0.002,0.8034,0.8014,0,9.2,9.2,62.4,0.8033,0.8,TRAIN
11320,10,1.0,10,-,1,37,0.05,1,-,1,0,-7.2,7.846018098,-9.0,27.0,9.0,0.1,1,-0.8998,-0.8976,-0.0006,0.0,0.0,0,-7.2,-7.2,0.0,0.1131,0.293333333,TRAIN
8770,9,1.0,9,-,1,41,0.1,0,R-skew,2,0,-4.9,12.30406437,-9.0,33.0,18.33333333,0.0,1,-0.7946,-0.8104,0.3278,-0.8984,-0.896,0,-4.9,-4.9,-37.8,0.1803,0.552941176,TRAIN
9724,13,0.75,-12,-,1,45,0.25,-9,Symm,4,0,-2.25,12.56137739,3.0,33.5,33.7,0.75,1,-0.001,-0.129,1.0,-0.5114,-0.4872,0,-2.25,-2.25,-58.5,0.4996,0.226666667,TRAIN
1263,27,1.0,27,-,1,20,0.9,8,-,1,0,-8.2,3.6,-19.0,-7.0,-13.0,0.296296296,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-8.2,-8.2,0.0,0.0,0.0375,TRAIN
10455,73,0.6,-35,-,1,67,0.4,5,-,1,0,3.55e-15,-22.53530563,40.0,-6.0,17.0,0.0,1,-0.1986,-0.1986,0.0252,0.3944,0.406,0,3.55e-15,3.55e-15,86.4,0.5865,0.775,TRAIN
11043,28,1.0,28,-,1,78,0.4,-11,Symm,4,0,-3.4,43.60435758,-39.0,51.5,32.2,0.0,1,-0.18,-0.2008,0.6046,-0.5992,-0.6074,0,-3.4,-3.4,-108.6,0.3736,0.4125,TRAIN
10270,32,0.25,9,-,1,23,0.25,18,Symm,6,0,4.5,-7.723224166,9.0,-6.5,1.785714286,0.5,1,0.5146,0.5108,0.0094,0.0,0.0,0,4.5,4.5,0.0,0.7991,0.729411765,TRAIN
12793,65,0.05,22,-,1,40,0.1,27,-,1,0,4.15,-5.471632729,5.0,-25.0,-10.0,0.814814815,1,0.8982,0.893,0.0034,0.0,0.0,0,4.15,4.15,0.0,0.7547,0.586666667,TRAIN
11175,41,0.1,-2,-,1,21,0.9,-30,-,1,-1,13.6,2.4,-28.0,-20.0,-24.0,0.066666667,1,0.603,0.8122,-1.0,0.8032,0.798,0,13.6,13.6,113.6,0.8009,0.6375,TRAIN
9601,23,0.4,-4,-,1,42,0.5,-29,-,1,1,-0.3,22.27275539,-25.0,19.0,-3.0,0.137931034,1,-0.019,-0.0078,-0.0194,0.1002,0.0983,0,-0.3,-0.3,14.2,0.4274,0.4625,TRAIN
1674,25,1.0,25,-,1,27,0.75,-8,Symm,8,0,-6.75,15.19868415,-33.0,5.5,-1.888888889,0.0,1,0.397,0.396,0.3166,-0.245,-0.2517,0,-6.75,-6.75,-19.25,0.0521,0.44,TRAIN
9743,8,1.0,8,-,1,90,0.4,-42,Symm,4,0,2.8,64.66884876,-50.0,83.5,55.6,0.0,1,-0.2016,-0.181,0.5924,-0.5882,-0.5913,0,2.8,2.8,-160.2,0.422,0.386666667,TRAIN
11103,4,0.01,-6,-,1,31,0.2,-24,-,1,0,-7.1,21.00501256,-18.0,27.0,4.5,0.25,1,-0.5948,-0.6022,0.0068,0.1923,0.1863,0,-7.1,-7.1,20.9,0.2422,0.4625,TRAIN
8935,-9,1.0,-9,-,1,-12,0.99,-16,Symm,8,0,-3.04,1.375099996,-7.0,0.5,-3.444444444,0.5625,-1,-0.9838,-0.9842,-0.7802,0.0,0.0,0,-3.04,-3.04,1.78e-15,0.0777,0.1625,TRAIN
9937,-1,1.0,-1,-,1,0,0.9,-23,-,1,0,-1.3,6.9,-22.0,1.0,-10.5,0.043478261,0,0.8004,0.797,0.0146,0.9013,0.9003,0,-1.3,-1.3,20.7,0.3942,0.5625,TRAIN
664,31,0.5,15,-,1,60,0.4,-3,-,1,0,-0.8,22.86357076,-18.0,29.0,5.5,0.0,1,-0.2138,-0.1972,-0.0246,-0.5984,-0.5938,0,-0.8,-0.8,-75.6,0.3599,0.3625,TRAIN
8383,82,0.01,9,-,1,97,0.25,-9,-,1,1,7.77,38.63593811,-18.0,15.0,-1.5,0.0,1,-0.4916,-0.4982,0.0148,-0.753,-0.743,0,7.77,7.77,-159.0,0.3275,0.35,TRAIN
8347,62,0.25,-14,-,1,8,0.25,5,Symm,8,0,0.75,-31.45122737,18.5,-50.5,-16.33333333,0.0,1,0.5134,0.4962,0.0168,0.7477,0.7502,0,0.75,0.75,114.0,0.6923,0.8,TRAIN
14091,25,1.0,25,-,1,59,0.01,12,-,1,0,-12.53,4.676440954,-13.0,34.0,10.5,0.48,1,-0.9798,-0.9824,0.0076,0.0,0.0,0,-12.53,-12.53,0.0,0.0921,0.3,TRAIN
10804,4,1.0,4,-,1,12,0.75,4,-,1,0,6.0,3.464101615,0.0,8.0,4.0,1.0,1,0.7458,0.7547,0.4984,0.0,0.0,1,6.0,6.0,0.0,1.0,0.8875,TRAIN
13070,86,0.2,16,-,1,67,0.2,15,-,1,0,-4.6,-7.2,-1.0,-19.0,-10.0,0.9375,1,-1.0,-0.6812,-1.0,0.0,0.0,-1,-4.6,-4.6,0.0,0.1256,0.2625,TRAIN
12957,25,1.0,25,-,1,87,0.2,10,-,1,0,0.4,30.8,-15.0,62.0,23.5,0.4,1,-0.6054,-0.6018,0.0034,0.0,0.0,0,0.4,0.4,0.0,0.4042,0.266666667,TRAIN
11444,2,1.0,2,-,1,40,0.05,-1,Symm,8,0,-0.95,8.940637561,-3.0,41.5,33.44444444,0.0,1,-0.9036,-0.9026,0.779,-0.9539,-0.9471,0,-0.95,-0.95,-84.55,0.2735,0.266666667,TRAIN
5712,48,0.01,3,-,1,7,0.95,-16,-,1,0,2.4,0.535290318,-19.0,-41.0,-30.0,0.0,1,0.8786,0.8856,-1.0,-0.0514,-0.052,0,2.4,2.4,-6.4,0.5542,0.4875,TRAIN
918,15,0.99,2,-,1,40,0.1,6,-,1,0,-5.47,8.906516332,4.0,25.0,14.5,0.333333333,1,-0.781,-0.7792,1.0,0.0,0.0,0,-5.47,-5.47,0.0,0.2436,0.3375,TRAIN
13745,3,1.0,3,-,1,12,0.05,5,Symm,6,0,2.35,1.545962483,2.0,11.5,8.0,0.6,1,1.0,1.0,1.0,0.0,0.0,1,2.35,2.35,0.0,1.0,0.964705882,TRAIN
14154,0,0.4,-12,-,1,1,0.01,-5,-,1,0,2.26,-5.28178292,7.0,1.0,4.0,0.416666667,1,0.2136,0.1966,1.0,-0.3825,-0.3841,0,2.26,2.26,-4.94,0.7402,0.75,TRAIN
1760,58,0.4,-10,-,1,83,0.1,15,Symm,2,0,4.6,-12.91244777,25.0,25.5,36.33333333,0.0,1,0.3944,0.291,1.0,0.6018,0.603,0,4.6,4.6,112.2,0.7493,0.741176471,TRAIN
11289,21,1.0,21,-,1,19,0.99,-17,R-skew,7,0,-2.36,18.10111599,-38.0,118.0,18.25,0.0,1,-0.7486,-0.748,0.0088,-0.0091,-0.0109,0,-2.36,-2.36,-3.12,0.1851,0.364705882,TRAIN
3809,30,0.75,-22,-,1,17,1.0,17,-,1,0,0.0,-22.5166605,39.0,-13.0,13.0,0.0,1,-0.4994,-0.5122,-0.0192,0.2548,0.2533,0,0.0,0.0,26.0,0.5356,0.6375,TRAIN
9081,17,0.5,11,-,1,74,0.2,0,-,1,0,0.8,26.6,-11.0,57.0,23.0,0.0,1,-0.598,-0.5878,0.0054,-0.804,-0.7967,0,0.8,0.8,-59.2,0.2929,0.2875,TRAIN
7830,45,0.1,3,-,1,40,0.1,-2,Symm,8,0,-5.0,0.006942532,-5.0,-1.5,11.33333333,0.0,1,-1.0,-0.823,-0.226,-0.8972,-0.8955,-1,-5.0,-5.0,-84.6,0.1283,0.175,TRAIN
14100,2,1.0,2,-,1,32,0.5,-42,R-skew,4,0,-7.0,37.14162086,-44.0,41.0,17.2,0.0,1,0.0022,-0.0086,0.597,-0.4913,-0.5136,0,-7.0,-7.0,-85.0,0.3154,0.3625,TRAIN
2371,17,1.0,17,-,1,16,0.75,-8,-,1,0,-7.0,10.39230485,-25.0,-1.0,-13.0,0.0,1,-1.0,-1.0,-1.0,-0.2508,-0.2474,-1,-7.0,-7.0,-12.5,0.0,0.105882353,TRAIN
8006,8,1.0,8,-,1,23,0.1,1,R-skew,6,0,-4.8,7.593418203,-7.0,72.0,23.85714286,0.125,1,-0.796,-0.8038,0.7146,0.0,0.0,0,-4.8,-4.8,0.0,0.2172,0.315789474,TRAIN
7773,20,1.0,20,-,1,51,0.6,-16,Symm,6,0,4.2,32.83458542,-36.0,33.5,21.42857143,0.0,1,0.2232,0.2138,0.7026,-0.4014,-0.3913,0,4.2,4.2,-55.6,0.5618,0.577777778,TRAIN
2664,10,0.4,2,-,1,3,0.05,-1,R-skew,2,0,-6.0,-3.019183588,-3.0,-6.0,-4.333333333,0.0,1,-1.0,-0.9613,-0.8353,-0.9483,-0.9534,-1,-6.0,-6.0,-20.9,0.0,0.1,TRAIN
11019,28,1.0,28,-,1,36,0.9,-28,L-skew,4,0,1.6,19.68603566,-56.0,11.0,-6.8,0.0,1,0.5588,0.5816,0.2094,-0.0963,-0.1,0,1.6,1.6,-13.4,0.5897,0.575,TRAIN
9003,1,1.0,1,-,1,8,0.75,-6,-,1,0,3.5,6.062177826,-7.0,7.0,0.0,0.0,1,0.492,0.4912,0.0138,-0.2467,-0.2513,0,3.5,3.5,-7.0,0.7253,0.729411765,TRAIN
12374,-5,1.0,-5,-,1,12,0.2,-7,-,1,0,1.8,7.6,-2.0,17.0,7.5,0.714285714,1,-0.5918,-0.5856,0.0076,0.1986,0.1998,0,1.8,1.8,7.6,0.6896,0.6375,TRAIN
13476,-1,1.0,-1,-,1,53,0.25,-25,-,1,0,-4.5,33.77499075,-24.0,54.0,15.0,0.04,1,-0.5004,-0.504,0.005,0.2553,0.2474,0,-4.5,-4.5,39.0,0.3319,0.333333333,TRAIN
9637,-9,1.0,-9,-,1,34,0.25,-20,-,1,0,2.5,23.3826859,-11.0,43.0,16.0,0.45,1,-0.495,-0.5048,-0.0168,0.2574,0.2542,0,2.5,2.5,27.0,0.5004,0.7,TRAIN
