Problem,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,BEASTpred,bRate,TEST_TRAIN,BEASTNET
591,20,1.0,20,-,1,81,0.05,25,Symm,4,0,7.8,12.20645321,5.0,62.5,49.8,0.8,1,1.0,1.0,1.0,0.0,0.0,1,7.8,7.8,0.0,1.0,0.9,TRAIN,0.865195435145432
11471,28,1.0,28,-,1,23,0.6,17,-,1,0,-7.4,2.939387691,-11.0,-5.0,-8.0,0.607142857,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-7.4,-7.4,0.0,0.0,0.093333333,TRAIN,0.15859859017824016
2596,24,1.0,24,-,1,15,0.8,6,-,1,0,-10.8,3.6,-18.0,-9.0,-13.5,0.25,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-10.8,-10.8,0.0,0.0,0.075,TRAIN,0.08248354976071062
13051,23,0.75,-33,-,1,26,0.9,6,-,1,0,15.0,-18.24871131,39.0,3.0,21.0,0.0,1,1.0,0.853,1.0,0.2561,0.2519,1,15.0,15.0,29.5,0.9793,0.853333333,TRAIN,0.9124933357464678
10312,30,1.0,30,-,1,53,0.01,38,R-skew,5,0,8.15,1.675559608,8.0,49.0,25.83333333,0.789473684,1,1.0,1.0,1.0,0.0,0.0,1,8.15,8.15,-7.11e-15,1.0,0.870588235,TRAIN,0.8970986625773574
8664,81,0.1,-17,-,1,46,0.05,-20,-,1,0,-9.5,-15.01563349,-3.0,-35.0,-19.0,0.85,1,-1.0,-0.9044,-1.0,-0.0504,-0.0491,-1,-9.5,-9.5,-10.1,0.0435,0.0875,TRAIN,0.1744615650023397
14056,48,0.2,24,-,1,38,0.05,23,L-skew,2,0,-5.05,-6.323187524,-1.0,-9.0,-3.0,0.958333333,1,-1.0,-0.9146,-0.664,0.0,0.0,-1,-5.05,-5.05,0.0,0.0519,0.2625,TRAIN,0.3028066874275023
8137,24,1.0,24,-,1,58,0.1,26,-,1,0,5.2,9.6,2.0,34.0,18.0,0.923076923,1,1.0,1.0,1.0,0.0,0.0,1,5.2,5.2,0.0,1.0,0.8875,TRAIN,0.7584781918244233
2133,19,1.0,19,-,1,78,0.1,20,-,1,0,6.8,17.4,1.0,59.0,30.0,0.95,1,1.0,1.0,1.0,0.0,0.0,1,6.8,6.8,0.0,1.0,0.929411765,TRAIN,0.7546181290954764
4241,15,1.0,15,-,1,5,0.75,-4,Symm,8,0,-12.25,4.062019202,-19.0,-6.5,-11.0,0.0,1,-1.0,-1.0,-1.0,-0.2514,-0.2516,-1,-12.25,-12.25,-9.5,0.0,0.146666667,TRAIN,0.05680285253839564
5588,30,0.8,12,-,1,31,0.9,18,-,1,0,3.3,-3.3,6.0,1.0,3.5,0.666666667,1,1.0,0.8364,1.0,0.0,0.0,1,3.3,3.3,0.0,0.9456,0.8,TRAIN,0.6665306236725849
1806,21,1.0,21,-,1,26,0.95,25,-,1,0,4.95,0.217944947,4.0,5.0,4.5,0.84,1,1.0,1.0,1.0,0.0,0.0,1,4.95,4.95,0.0,1.0,0.893333333,TRAIN,0.7568504910161341
8461,18,1.0,18,-,1,26,0.2,20,-,1,0,3.2,2.4,2.0,8.0,5.0,0.9,1,1.0,1.0,1.0,0.0,0.0,1,3.2,3.2,0.0,1.0,0.8875,TRAIN,0.6905959828785203
12631,25,0.1,-11,-,1,-13,0.95,-23,Symm,6,0,-6.1,-8.363301414,-12.0,-35.5,-21.42857143,0.47826087,1,-1.0,-0.9506,-1.0,-0.0993,-0.1027,-1,-6.1,-6.1,-9.6,0.0,0.15,TRAIN,0.1987080702978557
4282,13,1.0,13,-,1,26,0.2,14,-,1,0,3.4,4.8,1.0,13.0,7.0,0.928571429,1,1.0,1.0,1.0,0.0,0.0,1,3.4,3.4,0.0,1.0,0.853333333,TRAIN,0.6968192977251575
6726,29,0.99,15,-,1,63,0.05,29,L-skew,5,0,1.84,6.21030635,14.0,38.0,30.0,0.517241379,1,0.0652,0.0665,1.0,0.0,0.0,1,1.84,1.84,0.0,1.0,0.8,TRAIN,0.7123655068948895
3096,15,0.9,13,-,1,15,1.0,15,-,1,0,0.2,-0.6,2.0,0.0,1.0,0.866666667,1,0.0972,0.0971,0.496,0.0,0.0,1,0.2,0.2,0.0,1.0,0.894117647,TRAIN,0.5210305872059097
13658,-6,1.0,-6,-,1,-7,0.99,-23,Symm,2,0,-1.16,1.667902875,-17.0,-0.5,-6.333333333,0.260869565,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-1.16,-1.16,0.0,0.0,0.175,TRAIN,0.3927490442931902
12546,-2,1.0,-2,-,1,10,0.01,3,-,1,0,5.07,0.696491206,5.0,12.0,8.5,0.0,1,1.0,1.0,1.0,1.0,1.0,1,5.07,5.07,24.0,1.0,0.8625,TRAIN,0.8334602123561108
9111,4,0.01,-6,-,1,-12,0.8,-16,-,1,1,-6.9,0.605012563,-10.0,-16.0,-13.0,0.375,1,-1.0,-1.0,-1.0,-0.0089,-0.0104,-1,-6.9,-6.9,-0.4,0.0,0.136842105,TRAIN,0.14458667489806476
4124,-10,1.0,-10,-,1,3,0.4,-1,-,1,0,10.6,1.959591794,9.0,13.0,11.0,0.1,1,1.0,1.0,1.0,0.3941,0.4007,1,10.6,10.6,10.4,1.0,0.92,TRAIN,0.9257023741437068
7448,-10,0.99,-18,-,1,-17,0.99,-27,Symm,6,0,-7.02,0.696491206,-9.0,-4.5,-4.428571429,0.666666667,-1,-1.0,-0.9834,-0.8586,0.0,0.0,-1,-7.02,-7.02,3.55e-15,0.0,0.209090909,TRAIN,0.18595889808429505
5905,13,1.0,13,-,1,30,0.05,13,-,1,0,0.85,3.705064102,0.0,17.0,8.5,1.0,1,0.0514,0.0499,0.4981,0.0,0.0,1,0.85,0.85,0.0,1.0,0.922222222,TRAIN,0.6028675646107363
11654,31,0.01,29,-,1,60,0.05,29,-,1,0,1.53,6.557295875,0.0,29.0,14.5,1.0,1,0.0475,0.0395,0.494,0.0,0.0,1,1.53,1.53,0.0,0.9959,0.8375,TRAIN,0.6347742907203211
6584,26,0.01,-5,-,1,-5,1.0,-5,-,1,0,-0.31,-3.084461055,0.0,-31.0,-15.5,1.0,1,-0.009,-0.0086,-0.5003,-0.0099,-0.0105,-1,-0.31,-0.31,-0.62,0.0,0.075,TRAIN,0.3960341758784776
7566,6,1.0,6,-,1,6,0.6,-3,-,1,0,-3.6,4.409081537,-9.0,0.0,-4.5,0.0,1,-0.396,-0.3901,-0.4878,-0.401,-0.3944,-1,-3.6,-3.6,-7.2,0.0,0.168421053,TRAIN,0.2661115320834807
8395,-7,1.0,-7,-,1,48,0.2,-5,Symm,6,0,12.6,21.20589541,2.0,57.5,47.42857143,0.714285714,1,1.0,1.0,1.0,0.1974,0.1991,1,12.6,12.6,23.0,1.0,0.9125,TRAIN,0.8866597576712003
8897,-10,1.0,-10,-,1,-16,0.6,-18,-,1,0,-6.8,0.979795897,-8.0,-6.0,-7.0,0.555555556,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-6.8,-6.8,0.0,0.0,0.088888889,TRAIN,0.17181752363793745
6569,28,0.8,17,-,1,21,0.1,14,L-skew,6,0,-11.1,-0.097675047,-53.0,-2.0,-14.5,0.0,1,-1.0,-0.9636,-1.0,-0.0078,-0.0068,-1,-11.1,-11.1,-0.8,0.0,0.125,TRAIN,0.08045111356845559
13745,3,1.0,3,-,1,12,0.05,5,Symm,6,0,2.35,1.545962483,2.0,11.5,8.0,0.6,1,1.0,1.0,1.0,0.0,0.0,1,2.35,2.35,0.0,1.0,0.964705882,TRAIN,0.683244133005539
313,1,1.0,1,-,1,-7,0.75,-8,Symm,8,0,-8.25,1.224744871,-11.5,-4.5,-8.111111111,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-8.25,-8.25,-23.0,0.0,0.022222222,TRAIN,0.08434933109379769
13763,-10,1.0,-10,-,1,-12,0.99,-28,-,1,0,-2.16,1.591979899,-18.0,-2.0,-10.0,0.357142857,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-2.16,-2.16,0.0,0.0,0.0875,TRAIN,0.32276465151332345
9452,-3,1.0,-3,-,1,5,0.05,-2,-,1,0,1.35,1.52561463,1.0,8.0,4.5,0.666666667,1,1.0,1.0,1.0,0.0525,0.0551,1,1.35,1.35,0.8,1.0,0.9625,TRAIN,0.612252843696085
496,13,1.0,13,-,1,58,0.1,15,Symm,4,0,6.3,12.90290665,2.0,46.5,36.4,0.866666667,1,1.0,1.0,1.0,0.0,0.0,1,6.3,6.3,-7.11e-15,1.0,0.988235294,TRAIN,0.8057738229023158
6928,39,0.1,20,-,1,20,0.8,19,-,1,-1,-2.1,-5.3,-1.0,-19.0,-10.0,0.95,1,-0.2993,-0.2029,-1.0,0.0,0.0,-1,-2.1,-2.1,0.0,0.0,0.2625,TRAIN,0.3457458026819437
3617,18,1.0,18,-,1,99,0.05,18,Symm,2,0,4.05,17.65389475,0.0,81.5,54.0,1.0,1,0.0486,0.0498,0.6617,0.0,0.0,1,4.05,4.05,0.0,1.0,0.858823529,TRAIN,0.7051854364311281
10660,20,1.0,20,-,1,14,0.8,-7,-,1,0,-10.2,8.4,-27.0,-6.0,-16.5,0.0,1,-1.0,-1.0,-1.0,-0.1987,-0.2099,-1,-10.2,-10.2,-10.8,0.0,0.1125,TRAIN,0.08967739229972786
7845,13,1.0,13,-,1,68,0.2,13,-,1,0,11.0,22.0,0.0,55.0,27.5,1.0,1,0.1984,0.2002,0.4987,0.0,0.0,1,11.0,11.0,0.0,1.0,0.688888889,TRAIN,0.7993035453429232
3665,26,1.0,26,-,1,18,0.95,7,-,1,0,-8.55,2.397394419,-19.0,-8.0,-13.5,0.269230769,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-8.55,-8.55,0.0,0.0,0.1375,TRAIN,0.11401967215756245
4688,-4,1.0,-4,-,1,9,0.75,9,Symm,6,0,13.0,0.968245837,10.5,15.5,13.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,13.0,13.0,31.0,1.0,0.9,TRAIN,0.970463263139281
13925,10,1.0,10,-,1,20,0.4,18,-,1,0,8.8,0.979795897,8.0,10.0,9.0,0.555555556,1,1.0,1.0,1.0,0.0,0.0,1,8.8,8.8,0.0,1.0,0.8625,TRAIN,0.8809710717068071
9961,26,1.0,26,-,1,20,0.4,8,-,1,0,-13.2,5.878775383,-18.0,-6.0,-12.0,0.307692308,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-13.2,-13.2,0.0,0.0,0.058823529,TRAIN,0.07041113240834977
3602,9,1.0,9,-,1,25,0.1,20,-,1,0,11.5,1.5,11.0,16.0,13.5,0.45,1,1.0,1.0,1.0,0.0,0.0,1,11.5,11.5,0.0,1.0,0.85,TRAIN,0.9301581445361892
5032,15,1.0,15,-,1,11,0.99,-26,-,1,0,-4.37,3.681453517,-41.0,-4.0,-22.5,0.0,1,-1.0,-1.0,-1.0,-0.0114,-0.0099,-1,-4.37,-4.37,-0.82,0.0,0.0875,TRAIN,0.19525621343137395
9421,15,1.0,15,-,1,8,0.25,8,Symm,6,0,-7.0,0.559016994,-9.5,-4.5,-7.0,0.366666667,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-7.0,-7.0,0.0,0.0,0.173333333,TRAIN,0.16677465973284006
10678,20,1.0,20,-,1,90,0.1,23,-,1,0,9.7,20.1,3.0,70.0,36.5,0.869565217,1,1.0,1.0,1.0,0.0,0.0,1,9.7,9.7,0.0,1.0,0.8,TRAIN,0.8286633035464588
5732,25,0.01,13,-,1,86,0.1,14,-,1,0,8.08,20.40601508,1.0,61.0,31.0,0.928571429,1,1.0,0.9818,1.0,0.0,0.0,1,8.08,8.08,0.0,0.9977,0.8875,TRAIN,0.7647227003744668
5290,29,1.0,29,-,1,41,0.2,34,-,1,0,6.4,2.8,5.0,12.0,8.5,0.852941176,1,1.0,1.0,1.0,0.0,0.0,1,6.4,6.4,0.0,1.0,0.8,TRAIN,0.8193763585804075
12190,-9,1.0,-9,-,1,15,0.25,-2,-,1,0,11.25,7.361215932,7.0,24.0,15.5,0.222222222,1,1.0,1.0,1.0,0.249,0.2523,1,11.25,11.25,12.0,1.0,0.9125,TRAIN,0.9126635980420088
3461,28,1.0,28,-,1,21,0.95,9,Symm,4,0,-7.6,2.748181217,-19.0,-5.5,-9.4,0.321428571,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-7.6,-7.6,3.55e-15,0.0,0.0625,TRAIN,0.1477888542688015
14489,26,1.0,26,-,1,24,0.9,13,-,1,0,-3.1,3.3,-13.0,-2.0,-7.5,0.5,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-3.1,-3.1,0.0,0.0,0.2,TRAIN,0.3016001265313384
2357,11,0.95,4,-,1,16,0.1,11,R-skew,7,0,0.85,4.309623154,6.0,125.0,32.625,0.4,1,0.1016,0.052,1.0,0.0,0.0,1,0.85,0.85,0.0,0.9869,0.853333333,TRAIN,0.6565748441545459
1512,18,1.0,18,-,1,34,0.2,25,Symm,2,0,8.8,3.606937759,7.0,16.5,13.0,0.72,1,1.0,1.0,1.0,0.0,0.0,1,8.8,8.8,0.0,1.0,0.835294118,TRAIN,0.8864761242191914
12484,16,1.0,16,-,1,26,0.1,19,L-skew,3,0,3.7,2.238302929,3.0,12.0,7.75,0.842105263,1,1.0,1.0,1.0,0.0,0.0,1,3.7,3.7,0.0,1.0,0.853333333,TRAIN,0.7312855827490364
11830,43,0.1,9,-,1,37,0.05,6,-,1,0,-4.85,-3.443706638,-3.0,-6.0,-4.5,0.666666667,1,-1.0,-0.9148,-1.0,0.0,0.0,-1,-4.85,-4.85,0.0,0.0347,0.225,TRAIN,0.28871340405079626
12979,24,1.0,24,-,1,17,0.8,12,Symm,2,0,-8.0,2.049390153,-12.0,-6.5,-8.666666667,0.5,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-8.0,-8.0,0.0,0.0,0.1625,TRAIN,0.13849334304507305
1895,16,0.95,12,-,1,67,0.01,17,-,1,0,1.7,4.103157397,5.0,51.0,28.0,0.705882353,1,1.0,1.0,1.0,0.0,0.0,1,1.7,1.7,0.0,1.0,0.835294118,TRAIN,0.6873907484221288
6487,7,1.0,7,-,1,26,0.05,12,-,1,0,5.7,3.05122926,5.0,19.0,12.0,0.583333333,1,1.0,1.0,1.0,0.0,0.0,1,5.7,5.7,0.0,1.0,0.9375,TRAIN,0.810868685226738
13638,28,1.0,28,-,1,65,0.05,32,Symm,6,0,5.65,7.19652694,4.0,39.5,32.28571429,0.875,1,1.0,1.0,1.0,0.0,0.0,1,5.65,5.65,0.0,1.0,0.64,TRAIN,0.8314583746841755
4370,5,1.0,5,-,1,-3,0.95,-7,-,1,0,-8.2,0.871779789,-12.0,-8.0,-10.0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-8.2,-8.2,-24.0,0.0,0.1,TRAIN,0.07994302572156398
12263,19,1.0,19,-,1,16,0.95,-2,Symm,4,0,-3.9,4.012792045,-21.0,-1.5,-6.6,0.0,1,-1.0,-1.0,-1.0,-0.0466,-0.0451,-1,-3.9,-3.9,-2.1,0.0,0.12,TRAIN,0.24291182247445814
11750,25,1.0,25,-,1,22,0.2,18,L-skew,3,0,-6.2,1.939071943,-7.0,-1.0,-3.666666667,0.72,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-6.2,-6.2,1.78e-15,0.0,0.1125,TRAIN,0.21534258354079278
11624,29,1.0,29,-,1,31,0.2,29,-,1,0,0.4,0.8,0.0,2.0,1.0,1.0,1,0.1952,0.205,0.4987,0.0,0.0,1,0.4,0.4,0.0,1.0,0.833333333,TRAIN,0.5304403889543692
2980,29,1.0,29,-,1,27,0.75,26,-,1,0,-2.25,0.433012702,-3.0,-2.0,-2.5,0.896551724,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-2.25,-2.25,0.0,0.0,0.12,TRAIN,0.3677427498445507
10005,26,0.1,-14,-,1,-16,0.1,-20,-,1,0,-9.6,-10.8,-6.0,-42.0,-24.0,0.7,1,-1.0,-1.0,-1.0,-0.102,-0.103,-1,-9.6,-9.6,-9.2,0.0,0.070588235,TRAIN,0.11505440838403161
955,13,1.0,13,-,1,29,0.6,18,Symm,2,0,11.6,5.402777064,5.0,16.5,12.33333333,0.722222222,1,1.0,1.0,1.0,0.0,0.0,1,11.6,11.6,0.0,1.0,0.825,TRAIN,0.9154310537753737
3858,24,1.0,24,-,1,31,0.4,26,Symm,4,0,4.0,2.50998008,2.0,8.5,6.0,0.923076923,1,1.0,1.0,1.0,0.0,0.0,1,4.0,4.0,0.0,1.0,0.755555556,TRAIN,0.7300611330661918
8018,13,1.0,13,-,1,12,0.75,7,-,1,0,-2.25,2.165063509,-6.0,-1.0,-3.5,0.538461538,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-2.25,-2.25,0.0,0.0,0.136842105,TRAIN,0.36122053380387403
11282,1,1.0,1,-,1,22,0.01,11,-,1,0,10.11,1.094486181,10.0,21.0,15.5,0.090909091,1,1.0,1.0,1.0,0.0,0.0,1,10.11,10.11,0.0,1.0,0.8375,TRAIN,0.9110883959134222
1263,27,1.0,27,-,1,20,0.9,8,-,1,0,-8.2,3.6,-19.0,-7.0,-13.0,0.296296296,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-8.2,-8.2,0.0,0.0,0.0375,TRAIN,0.12607475354379669
3276,37,0.05,11,-,1,5,0.99,-22,Symm,2,0,-7.57,-2.93442661,-33.0,-31.5,-28.0,0.0,1,-1.0,-1.0,-1.0,-0.007,-0.0115,-1,-7.57,-7.57,-1.18,0.0,0.031578947,TRAIN,0.1175809789056875
10552,7,1.0,7,-,1,5,0.95,-8,-,1,0,-2.65,2.833284313,-15.0,-2.0,-8.5,0.0,1,-1.0,-1.0,-1.0,-0.0468,-0.0498,-1,-2.65,-2.65,-1.5,0.0,0.05,TRAIN,0.2859285636447647
10216,7,1.0,7,-,1,3,0.95,-29,Symm,2,0,-5.6,6.991244524,-36.0,-3.5,-14.66666667,0.0,1,-1.0,-1.0,-1.0,-0.0528,-0.0506,-1,-5.6,-5.6,-3.6,0.0,0.055555556,TRAIN,0.18221262711037556
9223,-9,1.0,-9,-,1,-16,0.8,-23,-,1,0,-8.4,2.8,-14.0,-7.0,-10.5,0.391304348,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-8.4,-8.4,0.0,0.0,0.168421053,TRAIN,0.1258541058256854
1956,-9,1.0,-9,-,1,-13,0.6,-18,-,1,0,-6.0,2.449489743,-9.0,-4.0,-6.5,0.5,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-6.0,-6.0,0.0,0.0,0.073684211,TRAIN,0.20144268324353004
13531,23,1.0,23,-,1,66,0.01,23,-,1,0,0.43,4.27844598,0.0,43.0,21.5,1.0,1,0.0101,0.0091,0.493,0.0,0.0,1,0.43,0.43,0.0,1.0,0.775,TRAIN,0.6121636069297314
6363,27,0.05,14,-,1,10,0.5,0,-,1,0,-9.65,2.166715687,-14.0,-17.0,-15.5,0.0,1,-1.0,-1.0,-1.0,-0.4952,-0.5024,-1,-9.65,-9.65,-13.5,0.0,0.055555556,TRAIN,0.0812652659515139
12339,27,1.0,27,-,1,18,0.99,-21,Symm,4,0,-9.39,3.974971698,-48.0,-7.5,-16.8,0.0,1,-1.0,-1.0,-1.0,-0.0096,-0.0099,-1,-9.39,-9.39,-0.96,0.0,0.074074074,TRAIN,0.0876631055407267
3877,-5,1.0,-5,-,1,-11,0.95,-42,-,1,0,-7.55,6.756293362,-37.0,-6.0,-21.5,0.119047619,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-7.55,-7.55,0.0,0.0,0.15,TRAIN,0.14199555629764332
8952,0,1.0,0,-,1,-7,0.5,-14,-,1,0,-10.5,3.5,-14.0,-7.0,-10.5,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-10.5,-10.5,-14.0,0.0,0.2,TRAIN,0.06400418739652819
7373,30,1.0,30,-,1,39,0.25,36,Symm,8,0,6.75,1.457737974,5.5,12.5,8.666666667,0.845070423,1,1.0,1.0,1.0,0.0,0.0,1,6.75,6.75,0.0,1.0,0.855555556,TRAIN,0.8344388132770746
9909,17,0.75,5,-,1,18,0.8,5,-,1,0,1.4,0.003847577,0.0,1.0,0.5,1.0,1,0.7983,0.6508,0.4941,0.0,0.0,1,1.4,1.4,0.0,0.889,0.855555556,TRAIN,0.567605198817908
14323,0,1.0,0,-,1,45,0.01,1,Symm,6,0,1.44,4.379372101,1.0,47.5,38.71428571,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.44,1.44,47.5,1.0,0.9,TRAIN,0.7290259480526912
4296,-4,1.0,-4,-,1,9,0.1,-1,-,1,0,4.0,3.0,3.0,13.0,8.0,0.25,1,1.0,1.0,1.0,0.0985,0.1017,1,4.0,4.0,2.6,1.0,0.99,TRAIN,0.7447763712322872
11818,21,1.0,21,-,1,24,0.25,21,-,1,0,0.75,1.299038106,0.0,3.0,1.5,1.0,1,0.2536,0.2498,0.5066,0.0,0.0,1,0.75,0.75,0.0,1.0,0.6,TRAIN,0.5521920738328225
2429,5,1.0,5,-,1,17,0.9,11,Symm,2,0,11.4,1.861451047,6.0,12.5,10.0,0.454545455,1,1.0,1.0,1.0,0.0,0.0,1,11.4,11.4,0.0,1.0,0.875,TRAIN,0.9192124923013656
11853,18,1.0,18,-,1,70,0.01,25,R-skew,7,0,7.45,4.819491674,7.0,172.0,71.125,0.72,1,1.0,1.0,1.0,0.0,0.0,1,7.45,7.45,-2.84e-14,1.0,0.906666667,TRAIN,0.8910169805708014
4411,34,0.8,6,-,1,37,0.05,34,-,1,0,5.75,-10.54616516,28.0,3.0,15.5,0.176470588,1,0.2505,0.2359,1.0,0.0,0.0,1,5.75,5.75,0.0,1.0,0.810526316,TRAIN,0.7788040638653965
8450,10,1.0,10,-,1,18,0.5,14,Symm,4,0,6.0,2.091650066,4.0,9.5,7.2,0.714285714,1,1.0,1.0,1.0,0.0,0.0,1,6.0,6.0,0.0,1.0,0.891071429,TRAIN,0.8049383388828092
2270,32,0.1,22,-,1,58,0.1,25,-,1,0,5.3,6.9,3.0,26.0,14.5,0.88,1,1.0,0.821,1.0,0.0,0.0,1,5.3,5.3,0.0,0.9744,0.835294118,TRAIN,0.778523444683698
1409,27,0.25,12,-,1,8,0.75,-3,-,1,0,-10.5,-1.732050808,-15.0,-19.0,-17.0,0.0,1,-1.0,-1.0,-1.0,-0.2522,-0.2485,-1,-10.5,-10.5,-15.0,0.0,0.186666667,TRAIN,0.08275892864363615
7929,-4,1.0,-4,-,1,-4,0.8,-6,-,1,0,-0.4,0.8,-2.0,0.0,-1.0,0.666666667,-1,-0.2045,-0.2003,-0.4975,0.0,0.0,-1,-0.4,-0.4,0.0,0.0,0.315789474,TRAIN,0.46955961104563027
13011,20,0.01,13,-,1,9,0.95,-29,Symm,6,0,-5.97,7.656801558,-42.0,-8.5,-12.92857143,0.0,1,-1.0,-1.0,-1.0,-0.0536,-0.049,-1,-5.97,-5.97,-4.9,0.0,0.2,TRAIN,0.1740089916380733
6249,-3,1.0,-3,-,1,6,0.1,-3,Symm,8,0,0.9,2.732215218,0.0,12.5,8.0,1.0,1,0.0984,0.0966,0.8876,0.1019,0.0982,1,0.9,0.9,2.5,1.0,0.941176471,TRAIN,0.6258859054458219
13944,7,1.0,7,-,1,10,0.01,7,-,1,0,0.03,0.298496231,0.0,3.0,1.5,1.0,1,0.0094,0.0093,0.5084,0.0,0.0,1,0.03,0.03,0.0,1.0,0.813333333,TRAIN,0.5186626488872352
11273,10,1.0,10,-,1,12,0.8,12,-,1,0,2.0,0.0,2.0,2.0,2.0,0.833333333,1,1.0,1.0,1.0,0.0,0.0,1,2.0,2.0,0.0,1.0,0.858823529,TRAIN,0.6159229132967503
8797,3,1.0,3,-,1,3,0.5,-9,-,1,0,-6.0,6.0,-12.0,0.0,-6.0,0.0,1,-0.4853,-0.5056,-0.5015,-0.503,-0.499,-1,-6.0,-6.0,-12.0,0.0,0.025,TRAIN,0.18378616254244706
2546,5,1.0,5,-,1,2,0.99,-7,-,1,0,-3.09,0.895488693,-12.0,-3.0,-7.5,0.0,1,-1.0,-1.0,-1.0,-0.011,-0.0089,-1,-3.09,-3.09,-0.24,0.0,0.117647059,TRAIN,0.2753783667355129
12158,23,1.0,23,-,1,63,0.01,30,R-skew,5,0,7.33,3.370623088,7.0,66.0,39.83333333,0.766666667,1,1.0,1.0,1.0,0.0,0.0,1,7.33,7.33,-1.42e-14,1.0,0.941176471,TRAIN,0.8864630231168601
10289,99,0.01,29,-,1,27,0.2,23,-,1,0,-5.9,-5.36491206,-6.0,-72.0,-39.0,0.793103448,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-5.9,-5.9,0.0,0.0,0.066666667,TRAIN,0.1730884282100454
5820,36,0.1,15,-,1,46,0.1,17,L-skew,2,0,2.8,2.405745229,2.0,11.0,10.83333333,0.882352941,1,1.0,0.8162,1.0,0.0,0.0,1,2.8,2.8,0.0,0.9335,0.7375,TRAIN,0.6796976663851984
10427,11,1.0,11,-,1,5,0.5,-4,-,1,0,-10.5,4.5,-15.0,-6.0,-10.5,0.0,1,-1.0,-1.0,-1.0,-0.4942,-0.4983,-1,-10.5,-10.5,-15.0,0.0,0.05,TRAIN,0.07266705400877914
9249,20,1.0,20,-,1,30,0.1,22,R-skew,4,0,2.8,2.803569154,2.0,21.0,10.4,0.909090909,1,1.0,1.0,1.0,0.0,0.0,1,2.8,2.8,0.0,1.0,0.7875,TRAIN,0.7075784027686367
7866,-10,1.0,-10,-,1,-3,0.05,-10,-,1,0,0.35,1.52561463,0.0,7.0,3.5,1.0,-1,0.0516,0.0461,0.5046,0.0,0.0,1,0.35,0.35,0.0,1.0,0.826666667,TRAIN,0.5533860072074661
8457,9,1.0,9,-,1,35,0.25,12,-,1,0,8.75,9.959292144,3.0,26.0,14.5,0.75,1,1.0,1.0,1.0,0.0,0.0,1,8.75,8.75,0.0,1.0,0.95,TRAIN,0.8415050795809458
6535,3,1.0,3,-,1,3,0.4,2,-,1,0,-0.6,0.489897949,-1.0,0.0,-0.5,0.666666667,1,-0.6078,-0.6,-0.4993,0.0,0.0,-1,-0.6,-0.6,0.0,0.0,0.26,TRAIN,0.46577753254216014
10587,-9,1.0,-9,-,1,22,0.1,1,-,1,0,12.1,6.3,10.0,31.0,20.5,0.0,1,1.0,1.0,1.0,1.0,1.0,1,12.1,12.1,62.0,1.0,0.975,TRAIN,0.9616669834283427
3450,-4,1.0,-4,-,1,8,0.75,-3,R-skew,7,0,9.25,16.16129636,1.0,132.0,35.375,0.75,1,1.0,1.0,1.0,0.7492,0.7375,1,9.25,9.25,198.0,1.0,0.944444444,TRAIN,0.8986001560013923
3386,17,1.0,17,-,1,44,0.05,22,-,1,0,6.1,4.794788838,5.0,27.0,16.0,0.772727273,1,1.0,1.0,1.0,0.0,0.0,1,6.1,6.1,0.0,1.0,0.9125,TRAIN,0.8225953689576535
11200,0,1.0,0,-,1,45,0.01,3,Symm,2,0,3.42,4.179246344,3.0,45.5,31.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,3.42,3.42,45.5,1.0,0.915789474,TRAIN,0.7948860971953715
51,-8,1.0,-8,-,1,24,0.05,-6,-,1,0,3.5,6.538348415,2.0,32.0,17.0,0.75,1,1.0,1.0,1.0,0.0489,0.0467,1,3.5,3.5,3.2,1.0,0.866666667,TRAIN,0.7270967864406191
